id,title,authors,pages,url,section,issue,abstract,tags,date,pdf_url,database,year,volume,month,eng_title,doi_url,page_count
article-11791,Mededelingen,,,https://ugp.rug.nl/MenM/article/view/12041,algemeen,Vol 40 Nr 5 (1965),,,1965-10-01,https://ugp.rug.nl/MenM/article/download/12041/9511/12803,1,1965,,,,,1
article-11792,Rapportcijfers op de H.B.S.,"Pietersen,Lieuwe",345-359,https://ugp.rug.nl/MenM/article/view/12042,artikelen,Vol 40 Nr 5 (1965),"An investigation concerned with the tracing of the r, if any, between the performance in HBS's (State Secondary Sch's) & the various subjects taught in this type of Sch. Basic data comprised end-of-term report marks of 2nd form students of 25 Dutch HBS's, & a list of 7 characteristics of the relevant Sch, such as size, % of academics, sex, authority. In addition to a r assessment, a factor analysis was carried out in order to isolate a number of group factors. An assessment was also made of specific characteristics of the subjects ('unique factors') so that it could be established for each Sch subject to what extent the specific skills required for a certain subject are independent of those required in other subjects. Findings are as follows: (1) Performance in the 4 languages (Dutch, English, German, French) is highly & positively r'ed. R's appeared to vary from +0.500 to 0.732. (2) Performance in algebra & geometry is highly r'ed (+0.686). (3) Performance in the subjects of geography & history reveals a high positive r (0.537). (4) The specific skills required for physical exercise are independent of those required in the so-called subjects of instruction. The r appeared to be low, varying from 0.01 to 0.145. It was also found that there is a low r between physical exercise & drawing (0.100); influence of size of Sch on the figures showed no signif r; the greater the authority (religion) in the Sch the higher the marks (a low but signif r); & the more academics among the teachers, the lower the marks (signif but low r). The `unique factors,' as calculated from the multiple r's, were as follows: Dutch 0.53, French 0.33, English 0.39, German 0.36, Algebra 0.42, Geometry 0.40, Physics 0.45, Biology 0.67, Geography 0.55, History 0.54, Drawing 0.88, & Physical Exercise 0.92. Modified AA.","SCHOOL, STATE SECONDARY, PERFORMANCE & SUBJECTS TAUGHT IN, HOLLAND,",1965-10-01,https://ugp.rug.nl/MenM/article/download/12042/9512/12804,1,1965,,,,,15
article-11793,Reactie op Kooy's repliek: de regels van het kegelspel,"Niezing,J.",366-374,https://ugp.rug.nl/MenM/article/view/12043,artikelen,Vol 40 Nr 5 (1965),"A reply to SA 0925/C5845. After a general defense of engagee sociol against `ethical agnosticism' Niezing answers Kooy's 6 specific charges. Charges 1, 2, & 3 are based on a misunderstanding of Niezing's `evaluating' sociol'al method. According to Niezing, Kooy also `evaluates,' eg in his testing of sci'fic hyp's against reality. Charge 4 is refuted by stressing that reliance on both K. Marx & T. Adorno excludes a monocausal approach & a too strict dichotomy into right & left. Charge 5, that a multi-dimensional theory of right-wing extremism based on knowledge of HB is possible & testable, is answered with the assertion of the additional need for such a theory of explanation, a need that has not yet been filled. Finally, in answer to Charge 6 the need for a sociol'al & socio-psychol'al theory that would explain both right-wing & left-wing extremism does not mean that the 2 should be 'shorn over the same comb' (ie treated in the same way). I. Langnas.","SOCIOLOGY, ENGAGEE, DEFENSE OF, RE A REPLY TO KOOY'S REPLY,",1965-10-01,https://ugp.rug.nl/MenM/article/download/12043/9513/12805,1,1965,,,,,9
article-11794,Reactie op Niezing's vertoog: toch doorkegelen?,"Kooy,G. A.",360-365,https://ugp.rug.nl/MenM/article/view/12044,artikelen,Vol 40 Nr 5 (1965),"A reply to J. Niezing's review of Kooy's book THE FAILURE OF A 'FOLKISH' MOVEMENT (see SA 0206/C5474). After a general presentation, Niezing's criticism is reduced to 6 theses which are replied to: (1) Ethical agnosticism-this does not exclude a critique of society & its instit's. (2) A sociol'al investigation of right-wing extremism serves the cause of ethical agnosticism-but it is also a safeguard against the sociol'st's emotional sympathies & antipathies. (3) Ethical agnosticism reduces the investigator to the exclusive use of the empirical & inductive method-it by no means excludes deduction or the investigation of structures. (4) Sociol requires a constant checking of theories against reality-this is exactly what Kooy has done with his rich empirical material. (5) A sociol'al theory can be empirically tested only if it takes into account the econ man & the psychol'al man-Kooy's theory is not only based on the 2 but also takes into account the sociol'al man. (6) An explanation of right-wing extremism must also be applicable to left-wing extremism-Kooy does not deny this & gives examples of communists who became Nazi's & vice-versa. I. Langnas.","RADICAL, RIGHT-WING EXTREMISM,",1965-10-01,https://ugp.rug.nl/MenM/article/download/12044/9514/12806,1,1965,,,,,6
article-11795,Ontvangen publicaties,,,https://ugp.rug.nl/MenM/article/view/12047,algemeen,Vol 40 Nr 5 (1965),,,1965-10-01,https://ugp.rug.nl/MenM/article/download/12047/9517/12809,1,1965,,,,,4
article-11796,Overzicht tijdschriften,,,https://ugp.rug.nl/MenM/article/view/12048,algemeen,Vol 40 Nr 5 (1965),,,1965-10-01,https://ugp.rug.nl/MenM/article/download/12048/9518/12810,1,1965,,,,,6
article-11797,Boekbesprekingen,,468-493,https://ugp.rug.nl/MenM/article/view/12049,boekbesprekingen,Vol 40 Nr 6 (1965),,,1965-12-01,https://ugp.rug.nl/MenM/article/download/12049/9519/12811,1,1965,,,,,26
article-11798,De Nederlandse sociologie bekeken vanuit Indonesië,"Soemardjan,Selo",440-447,https://ugp.rug.nl/MenM/article/view/12050,artikelen,Vol 40 Nr 6 (1965),"This is -inspite of its title-a survey of sociol in Indonesia. 'Dutch sociol' is defined as sociol as taught, studied & practiced by Dutchmen; some data is added on the development of sociol in Indonesia-its teaching was started at the U of Jogjakarta in 1946 & developed rapidly since Independence (1949). In the 1950's, pol'al conditions were not favorable to fruitful contacts between Dutch & Indonesian sociol. The 2 countries were in almost continuous conflict; there were few cultural contacts; the Dutch language became practically unknown to the younger generation-& yet it was in those yrs that Dutch sociol acquired its dominant position in Indonesia. The only Indonesian textbook of sociol, by Hassan Shadily (1948/49) was based on the Dutch textbook of P. Endt. This & other Dutch textbooks still circulate in Indonesia. The 2nd important influence is US sociol, brought back by the thousands of Indonesian students who studied in the US. However, since the restoration of diplomatic relations between the Netherlands & Indonesia, Dutch sociol has regained some ground, with the Dutch gov making its publications available in Indonesia. The 3 main influences today are: prewar Dutch; US sociol; post WWII Dutch sociol. Of particular interest to Indonesian is the sociol of non-Western & developing countries. Here the Dutch have some advantages, because of their old ties with Indonesia & a number of recent specialized studies on that country; though such studies have also been, of late, made by Amer's. Indonesian sociol today is still less advanced than the Dutch; it is also more generalized. The Indonesian sociol'ts expect from their Dutch colleagues 'a finer analysis & a deeper penetration of the subject-matter.' I. Langnas.","SOCIOLOGY, DUTCH SEEN FROM INDONESIA,",1965-12-01,https://ugp.rug.nl/MenM/article/download/12050/9520/12812,1,1965,,,,,8
article-11799,Die ersten zehn Jahre Soziologie in Göttingen,"Plessner,Helmuth",448-455,https://ugp.rug.nl/MenM/article/view/12051,artikelen,Vol 40 Nr 6 (1965),"An account of the author's first 10 yrs as Professor of Sociol at the U of Goettingen. Whereas the resistance of the traditional academics confined the teaching of sociol after WWI to the U's of Cologne & Frankfurt, sociol was widely welcomed in postWWII German U's as a means of currying favor with the Amer's. At Goettingen, the whole dept of sociol had to be organized from scratch. The author's chief concern was the training of new sociol'ts; this he did first by organizing demoscopic (PO) enquiries, then by training PhD candidates. Cooperation with the Frankfurt Instit for Sociol'al Investigations (Max Horkheimer & T. Adorno) was close, & an enquiry was organized into the past & present position of German U professors (1956), based on statistics & interviews. It was intended as a contribution to the reform of academic teaching in West German, & it was utilized by the Sci Council (created in the late 1950's) to formulate its reform proposals aimed at adapting the U to the needs of an industr society based on higher educ for all. It was felt however, that 'big sci,' sci'fic investigation turned into a kind of industry, itself needed investigating. This he did by organizing an extramural dept at Goettingen modeled on the English U, which was fully incorporated into Goettingen U in 1966. Among its investigations was one devoted to the municipal problems of the city of Wolfsburg, created to house the employees of the Volkswagen works. I. Langnas.","UNIVERSITY, OF GOETTINGEN, SOCIOLOGY AT,",1965-12-01,https://ugp.rug.nl/MenM/article/download/12051/9521/12813,1,1965,,,,,8
article-11800,Gesien vanuit Suid-Afrika,"Joubert,Dian D.",431-439,https://ugp.rug.nl/MenM/article/view/12052,artikelen,Vol 40 Nr 6 (1965),"To ascertain the image of Dutch sociol held by South African sociol'ts, open-ended questionaires were sent to heads of sociol Dept's at the 10 (white) U's & 5 (nonwhite) U Coll's. On the basis of returned data: (1) the total/sum 1965 academic-sociol'al pop of South Africa (graduate-, post-graduate students & lecturers) is estimated at 5,300; (2) it is concluded that the 2,500 non-Afrikaansspeaking undergraduate students cannot or do not read technical publications written in Dutch; that the small group (+ 250) of Afrikaans-speaking post-graduate students & professional sociol'ts is the only group for whom Dutch is not a language barrier; (3) the prescribed use of Dutch publications, subscription to Dutch periodicals, collegial contact, study & publication in the Netherlands by South African sociol'ts is shown to be very limited; (5) it is found that South African sociol'ts generally debunk the idea of a nat'1 sociol & do not think that `Dutch sociol' is in any way esp relevant to `South African sociol,' though there is appreciation for Dutch sociol'ts' interpretation & criticism of current developments in the field; & (6) it is suggested that an improvement of the academic relations between South Africa & the Netherlands calls, inter alia, for greater Dutch interest in South African sociol. AA.","SOCIOLOGY, DUTCH, IMAGE OF, HELD BY SOUTH AFRICAN SOCIOLOGISTS,",1965-12-01,https://ugp.rug.nl/MenM/article/download/12052/9522/12814,1,1965,,,,,9
article-11801,Sociology in the Netherlands: Problems and Opportunities,"Caplow,Theodore",427-430,https://ugp.rug.nl/MenM/article/view/12053,artikelen,Vol 40 Nr 6 (1965),"Nat'l & local diff'iation is characteristic of sociol. Dutch sociol is discussed as a nat'l specialty, & as a part of the worldwide discipline, based on observations made while the author was a visiting professor at the Sociol'al Instit of Utrecht. Dutch sociol is characterized by: (1) a high rating on the ladder of academic respectability; (2) excellent resources in men, instit's & equipment; (3) easy input from the global literature, due to the multilingual reading abilities of the Dutch scholar, but low output due to lack of translation; (4) personal & soc responsibility to the established order. Future contributions of Dutch sociol to the parent discipline might include: (1) analytical sociography-sociol'al theorizing about large-scale, unique historical phenomena, with the aid of statistical data & computers; (2) replication of signif studies made in other modern societies that are less amenable to controlled observation than the Netherlands; (3) the circulation of Dutch res findings in other languages. AA.","SOCIOLOGY, IN THE NETHERLANDS,",1965-12-01,https://ugp.rug.nl/MenM/article/download/12053/9523/12815,1,1965,,,,,4
article-11802,Some Animadversions on the Americanization of World Sociology,"Petersen,William",456-467,https://ugp.rug.nl/MenM/article/view/12054,artikelen,Vol 40 Nr 6 (1965),"An examination of the process of Amer'ization as experienced by sociol the world over. US sociol, the latest comer of the soc sci's in the US took over fields to which older-establishments did not lay claim; later, they also invaded these disciplines. US sociol can therefore be more easily defined by what it does not include than by what it includes. It is a heterogeneous discipline, & its influence on other countries is determined by what part of it they take over. Thus, Israel's sociol was molded on the model T. Parsons. Objections are expressed to Parson's theoretical & positivistic sociol: it runs against the pragmatic & practical bent of the best of US soc studies; it is of not much use in analyzing a society, primitive or sophisticated; it vitiates our understanding of soc causation (this is illustrated by the effect of Burgess' study of parole prediction on parole officers who tend to swamp the individual candidate for parole in all kinds of data, relevant & irrelevant); it leads to the invasion of soc studies by people not necessarily well qualified to conduct them; it makes it difficult for sociol'ts to control their own bias. However, it is not theory that is most characteristic of US sociol as a method based on polling, a statistical approach pioneered by the US Census Bur. It is argued that there are signif diff's between the work of the Census Bur & sociol'al enquiries founded on the poll method: census officials are civil servants subject to law; there are no such limitations on sociol'ts. They may not respect the privacy of responses (example: A. J. Vidich & J. Bensman, (see SA 8299); they arouse resentment abroad (Project Camelot in Chile); their range of questions is not based on an understanding of the soc & cultural background of the subjects (a SE survey organized by the U of Ceylon); they may distort reality by sacrificing depth to width (James S. Coleman, THE ADOLESCENT SOCIETY). A sampling of some odd papers read at 1965 meeting of the Amer Sociol Assoc illustrates the dangers of the heterogeneous approach. I. Langnas.","WORLD, SOCIOLOGY, AMERICANIZATION OF,",1965-12-01,https://ugp.rug.nl/MenM/article/download/12054/9524/12816,1,1965,,,,,12
article-11803,Bij de voltooiïng van de veertigste jaargang,,,https://ugp.rug.nl/MenM/article/view/12055,algemeen,Vol 40 Nr 6 (1965),,,1965-12-01,https://ugp.rug.nl/MenM/article/download/12055/9525/12817,1,1965,,,,,2
article-11804,Ontvangen publikaties,,,https://ugp.rug.nl/MenM/article/view/12057,algemeen,Vol 40 Nr 6 (1965),,,1965-12-01,https://ugp.rug.nl/MenM/article/download/12057/9527/12819,1,1965,,,,,3
article-11805,Inhoudsopgave jaargang 40,,,https://ugp.rug.nl/MenM/article/view/12058,algemeen,Vol 40 Nr 6 (1965),,,1965-12-01,https://ugp.rug.nl/MenM/article/download/12058/9528/12820,1,1965,,,,,6
article-11806,"Errata, betrekking hebbende op Jaargang 40, No.1, van Mens en Maatschappij",,,https://ugp.rug.nl/MenM/article/view/13627,algemeen,Vol 40 Nr 1 (1965),,,1965-02-01,https://ugp.rug.nl/MenM/article/download/13627/11127/14586,1,1965,,,,,1
article-11807,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13628,algemeen,Vol 40 Nr 1 (1965),,,1965-02-01,https://ugp.rug.nl/MenM/article/download/13628/11128/14587,1,1965,,,,,3
article-11808,Inhoudsopgave,,,https://ugp.rug.nl/MenM/article/view/13629,algemeen,Vol 40 Nr 1 (1965),,,1965-02-01,https://ugp.rug.nl/MenM/article/download/13629/11129/14588,1,1965,,,,,1
article-11809,Conferentie dr. E. Boekman Stichting,"Jager,H. de",48-51,https://ugp.rug.nl/MenM/article/view/13630,artikelen,Vol 40 Nr 1 (1965),,,1965-02-01,https://ugp.rug.nl/MenM/article/download/13630/11130/14589,1,1965,,,,,4
article-11810,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13631,algemeen,Vol 40 Nr 2 (1965),,,1965-04-01,https://ugp.rug.nl/MenM/article/download/13631/11131/14590,1,1965,,,,,5
article-11811,Inhoudsopgave,,,https://ugp.rug.nl/MenM/article/view/13632,algemeen,Vol 40 Nr 2 (1965),,,1965-04-01,https://ugp.rug.nl/MenM/article/download/13632/11132/14591,1,1965,,,,,1
article-11812,Aspects of the Community Development Program in Thailand,"Kalshoven,G.",125-132,https://ugp.rug.nl/MenM/article/view/13633,artikelen,Vol 40 Nr 2 (1965),"In order to improve living conditions in the northeastern & southern regions of Ru Thailand, its gov introduced a CD program in those 2 regions in 1960. Compared to other nat'l programs in Asia, Thailand's version of CD is not so much conceived to increase food production as to build up the infrastructure of Ru areas & to integrate existing minority groups into the Thai nation. By giving the villagers opportunities to participate in local projects & by extending technical services, it is expected to raise their standard of living. Apart from a formal, coordinated approach of development activities, informal ways of cooperation between officials & villagers are attempted. Outside assistance is introduced through patanakorns (village workers), who prepare the villagers for cooperation in local projects & thereby act as agents for change. A critical point in CD is the degree of COMM with the people; results in this respect depend largely on the att's, training & performances of the village workers & the org'al structure of the supporting agency as a whole. AA.","THAI, COMMUNITY DEVELOPMENT PROGRAM IN,",1965-04-01,https://ugp.rug.nl/MenM/article/download/13633/11133/14592,1,1965,,,,,8
article-11813,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13634,algemeen,Vol 40 Nr 3 (1965),,,1965-06-01,https://ugp.rug.nl/MenM/article/download/13634/11134/14593,1,1965,,,,,4
article-11814,"Een sociologische ""Fachausschuss"" aan het werk","Hessen,J. S. van",210-212,https://ugp.rug.nl/MenM/article/view/13635,artikelen,Vol 40 Nr 3 (1965),,,1965-06-01,https://ugp.rug.nl/MenM/article/download/13635/11135/14594,1,1965,,,,,3
article-11815,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13636,algemeen,Vol 40 Nr 4 (1965),,,1965-08-01,https://ugp.rug.nl/MenM/article/download/13636/11136/14595,1,1965,,,,,3
article-11816,Venster op de conflictologie. Nabeschouwing van een internationaal symposium,"Doorn,J. A. A. van",290-295,https://ugp.rug.nl/MenM/article/view/13637,artikelen,Vol 40 Nr 4 (1965),,,1965-08-01,https://ugp.rug.nl/MenM/article/download/13637/11137/14596,1,1965,,,,,6
article-11817,"Vredesonderzoek onder de loupe. Terugblik op het eerste IPRA-congres (Groningen, 3-5 juli 1965)","Niezing,J.",295-298,https://ugp.rug.nl/MenM/article/view/13638,artikelen,Vol 40 Nr 4 (1965),,,1965-08-01,https://ugp.rug.nl/MenM/article/download/13638/11138/14597,1,1965,,,,,4
article-11818,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13639,algemeen,Vol 40 Nr 5 (1965),,,1965-10-01,https://ugp.rug.nl/MenM/article/download/13639/11139/14598,1,1965,,,,,5
article-11819,Het achtste internationale godsdienstsociologische congres 2-4 juli te Barcelona,"Laeyendecker,L.",384-386,https://ugp.rug.nl/MenM/article/view/13640,artikelen,Vol 40 Nr 5 (1965),"A report on the Barcelona Congress on Religious Sociol of Jul, 1965 whose theme was 'Religion in the Transition from a Pre-Technological to an Industrial and Urban Society.' It is felt that the use of the word religion may be misleading here because the congress was more concerned with ecclesiastical org than with faith. Some papers did concern themselves with the borderland between empirical sci & theological & philosophical problems, esp the introductory remarks of Schreuder (the Netherlands) on developments in religious sociol since 1962, but they did not change the prevailing emphasis on instit'al questions, as expressed in the remark of the Secretary of the Congress, Doucastella, who hoped that it would prove of help in pastoral work. This emphasis may have had something to do with the presence of many Catholics from Mediterranean countries for, except for France, religious sociol has not made much progress there. Of the chief speakers, Kirk (US) talked on the role of the churches in the changing US South; Simey (UK) on the responsibility of the sociol'st in an age of changing values; Pin (Italy) surveyed & schematized religious motivations (primary & secondary, with subdivisions); Prades (Belgium) dealt abstractly with religious values in an Ur environment; Remy (Belgium) criticized Ur church instit's; Greeley (US) reviewed the problems of Catholic educ. The discussions of the Englishlanguage group were found more stimulating than the formal sessions of the Congress. I. Langnas.","SOCIOLOGY, RELIGIOUS, 8TH INTERNATIONAL CONGRESS OF,",1965-10-01,https://ugp.rug.nl/MenM/article/download/13640/11140/14599,1,1965,,,,,3
article-11820,"Nog eens: Marx, Marxisme en Recht","Valkhoff,J.",387-389,https://ugp.rug.nl/MenM/article/view/13641,artikelen,Vol 40 Nr 5 (1965),"A review of K. Stoyanovitch, MARXISME ET DROIT (1\larxism and Law), Paris, 1964. The contents of Stoyanovitch's work are compared with Valkhoff's thesis as expressed in THE MARXIST CONCEPTION OF LAW AND STATE (Amsterdam, 1928). The important structural changes of law in relation to the state in the 20th cent are discussed. Stoyanovitch's criticism against the class character of law & state is endorsed. Stoyanovitch's view that the Marxist theory of law is mainly a sociol'al one is acknowledged. Modified AA.","THEORY, OF LAW & MARXISM,",1965-10-01,https://ugp.rug.nl/MenM/article/download/13641/11141/14600,1,1965,,,,,3
article-11821,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13642,algemeen,Vol 40 Nr 6 (1965),,,1965-12-01,https://ugp.rug.nl/MenM/article/download/13642/11142/14601,1,1965,,,,,10
article-11822,Boekbesprekingen,,244-258,https://ugp.rug.nl/MenM/article/view/13643,boekbesprekingen,Vol 40 Nr 3 (1965),,,1965-06-01,https://ugp.rug.nl/MenM/article/download/13643/11143/14602,1,1965,,,,,15
article-11823,"Uitgestelde bevrediging, ondernemersgedrag en economische groei","Breman,J. C.",1-20,https://ugp.rug.nl/MenM/article/view/13569,artikelen,Vol 41 Nr 1 (1966),"The pattern of deferred gratification which is a necessary condition for econ growth is intimately associated with Me categories. The private entrepreneurs, embodying the spirit of capitalism, are usually looked upon as the initiators of the first process of econ growth, & attention is focused on these groups in the discussion of the weak position of the Mc in developing countries. With the widely accepted assumption of parallel development goes the implication that econ transition is dependent on the existence of groups of private entrepreneurs. They are the soc concretization of the desired value orientation, although due to the type of entrepreneurs in developed societies, more stress is laid on managerial att's than on satisfaction-deferring att's. The importance of a pattern of behavior committed to capital accumulation in the first stages of econ growth should, however, not be underestimated. The quest for the nontraditional type of private entrepreneurs in developing countries is hardly encouraging & the Japanese case is analyzed to support the thesis that, compared with the Western model, there is a diff in the soc category which played a leading role in the process of growth, in the motivation to defer gratification, & in the way this behavior originated. The usual interpretation of econ growth presupposes not a collective-coercive, but an individualvoluntary pattern of deferred gratification originally limited to private entrepreneurs. Esp in new nations characterized as mobilization systems (D. Apter), plain living & hard working is a doctrine, a binding norm for all. As in the past in Japan, this behavior is partly enforced, partly also an expression of loyal self-discipline. Imposition of deferred gratification is experienced to a lesser degree as coercion if the legitimacy of the power elite (party officials, bur'crats, army officers) is acknowledged & their commitment to econ development as an end in itself or as a means to another end is internalized as a more general norm. AA.","SOCIAL CLASS, MIDDLE, & ECONOMIC GROWTH,",1966-02-01,https://ugp.rug.nl/MenM/article/download/13569/11069/14528,1,1966,,,,,20
article-11824,De Nederlandse Vakorganisaties in het sociologisch onderzoek: Enkele recente verkenningen,"Kuiper,G.",28-52,https://ugp.rug.nl/MenM/article/view/13570,artikelen,Vol 41 Nr 1 (1966),"A study of the changing role of the Dutch unions. Data were obtained by interviewing members of Protestant unions. Fluctuation of membership was investigated. Former members turned out to be marginal persons in several respects. A study of internal integration revealed that 59% appeared to be highly integrated, 31% moderately integrated & 10'70 slightly integrated. 67% appeared to be very loyal re their leaders. The Discriminatory Power Technique was employed. Areas such as SD between leaders & members, willingness to strike, employers protest, perception of wages, consumption aspirations & conservative or radical behavior were studied in the light of the changed position of the Dutch unions since WWII. Unions have come to accept responsibility for the nat'l econ policy (unionism of policy vs former unionism of control). It is remarkable that indoctrination of members with leaders' ideas is rather strong, notwithstanding the greater SD between leaders & members in the present-day system of SE relations. Modified AA.","SOCIOLOGY, RESEARCH, DUTCH UNIONS IN,",1966-02-01,https://ugp.rug.nl/MenM/article/download/13570/11070/14529,1,1966,,,,,25
article-11825,Tweede conferentie Dr. E. Boekmanstichting,"Jager,H. de",53-54,https://ugp.rug.nl/MenM/article/view/13571,artikelen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13571/11071/14530,1,1966,,,,,2
article-11826,Boekbesprekingen,,70-72,https://ugp.rug.nl/MenM/article/view/13572,boekbesprekingen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13572/11072/14531,1,1966,,,,,3
article-11827,Inhoudsopgave,,,https://ugp.rug.nl/MenM/article/view/13573,algemeen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13573/11073/14532,1,1966,,,,,1
article-11828,Mededelingen,,,https://ugp.rug.nl/MenM/article/view/13574,algemeen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13574/11074/14533,1,1966,,,,,4
article-11829,Overzicht van tijdschriften,,,https://ugp.rug.nl/MenM/article/view/13575,algemeen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13575/11075/14534,1,1966,,,,,11
article-11830,Ontvangen publikaties,,,https://ugp.rug.nl/MenM/article/view/13576,algemeen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13576/11076/14535,1,1966,,,,,3
article-11831,Advertenties,,,https://ugp.rug.nl/MenM/article/view/13577,algemeen,Vol 41 Nr 1 (1966),,,1966-02-01,https://ugp.rug.nl/MenM/article/download/13577/11077/14536,1,1966,,,,,2
article-11832,"Een evaluatie van het ""Rural-Urban Continuum""","Moosdijk,J. van de",20-27,https://ugp.rug.nl/MenM/article/view/13578,artikelen,Vol 41 Nr 1 (1966),"The hypothesis of the Ru/Ur continuum, in sociol was an attempt at joining the process of soc change & soc structure to spatial dimensions. An attempt was made to discover a flowing transition between town & country by r'ing the size of settlements with soc characteristics moving along the continuum as dependent or independent variables. But the hypothesis cannot be made operational & there is no question of a movement of interdependent, variables along a continuum. The relation between town & country is rendered too static & the hypothesis must be looked upon as a form of geographical determinism. The typical characteristic of Ur'ism is that it cannot be geographic-hierarchically localized. Thus the hyp cannot be a starting-point for any further discussion. Along both methodological-theoretical & empirical lines, the shortcomings of this approach have been demonstrated. AA.","URBAN, -RURAL CONTINUUM, EVALUATION OF,",1966-02-01,https://ugp.rug.nl/MenM/article/download/13578/11078/14537,1,1966,,,,,8
article-11833,Evaluatie-onderzoek op het gebied der medische sociologie,"Gadourek,I.",77-87,https://ugp.rug.nl/MenM/article/view/13579,artikelen,Vol 41 Nr 2 (1966),"An annual address to the Netherlands' Sociol'al Assoc. The development of Dutch Med sociol shows that the institut'ization of a new sci may be sacrificed to its systematization. No link exists with the older study of soc pathology; the sociol of medicine & psychiatric sociol form 2 distinct, isolated res committees of the Internat'l Sociol'al Assoc. A plea is made for integration. There seems to be a patent need for evaluation res in both major subdivisions of Med sociol. Functional analysis can be used to evaluate existing instit's & provisions. The terms `functional under-institut'ization' & 'over -institut'ization' are coined to describe the lack of hosp's & Med provisions, & the existence of competing Med instit's & org's respectively. These & other functional concepts (latent functions, dysfunctions-if appropriately operationalized) can be used to analyze the intricate field of public health. Statistical evaluation of causal hyp's is also imperative. Both subdivisions of Med sociol tend to converge in more elaborate res programs, eg a soc epidemiological study of smoking habits resulted in an evaluation of a public health instruction campaign, & an extensive absenteeism study shifted from the role of the working-group morale to the evaluation of Med control (see I. Gadourek, ABSENCES AND WELL- BEING OF WORKERS, Assen, 1965). Modified AA.","SOCIOLOGY, MEDICAL, EVALUATION RESEARCH IN,",1966-04-01,https://ugp.rug.nl/MenM/article/download/13579/11079/14538,1,1966,,,,,11
article-11834,Collectieve houdingen jegens lichaams- en geesteszieken in onze samenleving,"Lammers,C. J.",87-104,https://ugp.rug.nl/MenM/article/view/13580,artikelen,Vol 41 Nr 2 (1966),"It is stated that there is a definite change in Dutch att's to physical & mental illness: the mentally ill are no longer treated as `mad' or possessed by the devil & phrases like 'lunatic asylum' have been replaced by the Dutch equivalents of 'mental hosp.' There still exists an appreciable discrepancy between the att's of the Med avant garde & those of the general public. In supportofthis contention, US sources are quoted, esp J. C. Nunally Jr's POPULAR CONCEPTIONS OF MENTAL HEALTH (New York, NY: Holt, Rinehart & Winston, 1961), based on an investigation in Ill. Att's towards physical & mental illness do not necessarily go hand in hand; they may be determined by diff historical precedents & operative structural factors. 'The role of the sick' is considered. They have 2 chief rights-exemption from soc duties, ie, educ or military service, & right to special care & attention-& 2 chief duties-not to hinder attempts to help them & not to be sick more than necessary. An examination of collective att's towards physical & mental illness yields 4 conclusions: (1) the behavior of the mentally ill is less easy to regulate soc'ly than that of the physically ill; (2) people are more familiar with the role of the physically ill than of the mentally ill; (3) physical illness is more amenable to prognosis & is usually more transitory than mental illness; & (4) physical & mental illness differ in collective att's towards their 'guilt problem' -these tend to be more negative on mental illness. It is believed that the Med profession should not accept this state of affairs fatalistically but should take definite measures to improve it. I. Langnas.","MENTAL ILLNESS, & PHYSICAL-, COLLECTIVE ATTITUDES TOWARDS,",1966-04-01,https://ugp.rug.nl/MenM/article/download/13580/11080/14539,1,1966,,,,,18
article-11835,Het afwijkend gedrag als sociaalcultureel en sociaal-psychologisch probleem,"Zuithoff,D.",104-117,https://ugp.rug.nl/MenM/article/view/13581,artikelen,Vol 41 Nr 2 (1966),"The text of a lecture given to the Central Assoc for Internal Missions & Christian Soc Work in 1963. It is held that values should be examined as to their content, degree of universality, weight & spread; norms as to their precision, adaptability, acceptance, source of authority, transmission, conformity & deviation. The sanctions that may punish or prevent deviant behavior are discussed & the opinion of J. A. A. Van Doorn & C. J. Lammers that sanctions are most effective through expectations is quoted. In a society with conflicting norms, expectations & aims, it is not easy to determine what is normal or what is deviant behavior. 2 conceptions of normality are distinguished: (1) biologic-functional & Med-psychol'al; & (2) statistical, based on the X. Soc reactions towards deviant behavior may be positive or negative. The positive approach is favored here. It is concluded that: 'It is only through rejecting [primitive reactions] & consciously developing practical measures from definite theoretical insights that we can deal positively & adequately with deviant behavior.' I. Langnas.","SOCIAL, CULTURAL & PSYCHOLOGICAL PROBLEM, DEVIANT BEHAVIOR AS A,",1966-04-01,https://ugp.rug.nl/MenM/article/download/13581/11081/14540,1,1966,,,,,14
